DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1242,Montelukast,DDInter393,Clarithromycin,Unknown
DDInter1622,Rosuvastatin,DDInter393,Clarithromycin,Unknown
DDInter14,Acetaminophen,DDInter1951,Warfarin,Moderate
DDInter1841,Tramadol,DDInter413,Clopidogrel,Moderate
DDInter1010,Ketorolac,DDInter108,Apixaban,Major
DDInter1010,Ketorolac,DDInter413,Clopidogrel,Moderate
DDInter1010,Ketorolac,DDInter1609,Rivaroxaban,Major
DDInter1010,Ketorolac,DDInter1951,Warfarin,Major
DDInter900,Ibuprofen,DDInter108,Apixaban,Major
DDInter413,Clopidogrel,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter1609,Rivaroxaban,Major
DDInter1951,Warfarin,DDInter900,Ibuprofen,Major
DDInter1951,Warfarin,DDInter883,Hydrochlorothiazide,Minor
DDInter79,Amlodipine,DDInter108,Apixaban,Moderate
DDInter336,Celecoxib,DDInter413,Clopidogrel,Moderate
DDInter336,Celecoxib,DDInter1609,Rivaroxaban,Moderate
DDInter336,Celecoxib,DDInter1951,Warfarin,Moderate
DDInter89,Ampicillin,DDInter1951,Warfarin,Moderate
DDInter293,Carbamazepine,DDInter108,Apixaban,Major
DDInter336,Celecoxib,DDInter108,Apixaban,Moderate
DDInter384,Ciprofloxacin,DDInter108,Apixaban,Moderate
DDInter388,Citalopram,DDInter108,Apixaban,Moderate
DDInter413,Clopidogrel,DDInter108,Apixaban,Major
DDInter537,Diclofenac,DDInter108,Apixaban,Major
DDInter670,Erythromycin,DDInter108,Apixaban,Moderate
DDInter672,Escitalopram,DDInter108,Apixaban,Moderate
DDInter743,Fluconazole,DDInter108,Apixaban,Moderate
DDInter758,Fluoxetine,DDInter108,Apixaban,Moderate
DDInter1266,Naproxen,DDInter108,Apixaban,Major
DDInter1460,Phenytoin,DDInter108,Apixaban,Major
DDInter1609,Rivaroxaban,DDInter108,Apixaban,Major
DDInter1662,Sertraline,DDInter108,Apixaban,Moderate
DDInter1707,Spironolactone,DDInter108,Apixaban,Moderate
DDInter1927,Venlafaxine,DDInter108,Apixaban,Moderate
DDInter1928,Verapamil,DDInter108,Apixaban,Moderate
DDInter1951,Warfarin,DDInter108,Apixaban,Major
DDInter413,Clopidogrel,DDInter133,Atorvastatin,Moderate
DDInter1951,Warfarin,DDInter133,Atorvastatin,Minor
DDInter157,Azithromycin,DDInter1609,Rivaroxaban,Moderate
DDInter157,Azithromycin,DDInter1951,Warfarin,Moderate
DDInter537,Diclofenac,DDInter413,Clopidogrel,Moderate
DDInter537,Diclofenac,DDInter1609,Rivaroxaban,Major
DDInter537,Diclofenac,DDInter1951,Warfarin,Major
DDInter293,Carbamazepine,DDInter1609,Rivaroxaban,Major
DDInter293,Carbamazepine,DDInter1951,Warfarin,Moderate
DDInter1707,Spironolactone,DDInter1951,Warfarin,Minor
DDInter339,Cephalexin,DDInter1951,Warfarin,Moderate
DDInter384,Ciprofloxacin,DDInter1951,Warfarin,Major
DDInter388,Citalopram,DDInter413,Clopidogrel,Moderate
DDInter388,Citalopram,DDInter1609,Rivaroxaban,Moderate
DDInter388,Citalopram,DDInter1951,Warfarin,Moderate
DDInter670,Erythromycin,DDInter413,Clopidogrel,Moderate
DDInter413,Clopidogrel,DDInter672,Escitalopram,Moderate
DDInter743,Fluconazole,DDInter413,Clopidogrel,Major
DDInter758,Fluoxetine,DDInter413,Clopidogrel,Major
DDInter413,Clopidogrel,DDInter1266,Naproxen,Moderate
DDInter1366,Oxycodone,DDInter413,Clopidogrel,Moderate
DDInter1460,Phenytoin,DDInter413,Clopidogrel,Minor
DDInter413,Clopidogrel,DDInter1609,Rivaroxaban,Major
DDInter413,Clopidogrel,DDInter1662,Sertraline,Moderate
DDInter1927,Venlafaxine,DDInter413,Clopidogrel,Moderate
DDInter1951,Warfarin,DDInter413,Clopidogrel,Major
DDInter1928,Verapamil,DDInter1609,Rivaroxaban,Moderate
DDInter670,Erythromycin,DDInter1609,Rivaroxaban,Moderate
DDInter670,Erythromycin,DDInter1951,Warfarin,Major
DDInter1064,Levothyroxine,DDInter1951,Warfarin,Moderate
DDInter1266,Naproxen,DDInter1609,Rivaroxaban,Major
DDInter1951,Warfarin,DDInter1266,Naproxen,Major
DDInter758,Fluoxetine,DDInter1951,Warfarin,Moderate
DDInter1951,Warfarin,DDInter1724,Sulfamethoxazole,Major
DDInter1841,Tramadol,DDInter1951,Warfarin,Moderate
DDInter1951,Warfarin,DDInter672,Escitalopram,Moderate
DDInter743,Fluconazole,DDInter1951,Warfarin,Major
DDInter1460,Phenytoin,DDInter1951,Warfarin,Moderate
DDInter1539,Propranolol,DDInter1951,Warfarin,Minor
DDInter1951,Warfarin,DDInter1609,Rivaroxaban,Major
DDInter1951,Warfarin,DDInter1662,Sertraline,Moderate
DDInter1666,Sildenafil,DDInter1951,Warfarin,Moderate
DDInter1874,Trimethoprim,DDInter1951,Warfarin,Moderate
DDInter1927,Venlafaxine,DDInter1951,Warfarin,Moderate
DDInter1460,Phenytoin,DDInter1609,Rivaroxaban,Major
DDInter672,Escitalopram,DDInter1609,Rivaroxaban,Moderate
DDInter743,Fluconazole,DDInter1609,Rivaroxaban,Moderate
DDInter758,Fluoxetine,DDInter1609,Rivaroxaban,Moderate
DDInter1662,Sertraline,DDInter1609,Rivaroxaban,Moderate
DDInter1927,Venlafaxine,DDInter1609,Rivaroxaban,Moderate
DDInter1915,Valsartan,DDInter1951,Warfarin,Unknown
DDInter157,Azithromycin,DDInter413,Clopidogrel,Unknown
DDInter1200,Metoprolol,DDInter1951,Warfarin,Unknown
DDInter14,Acetaminophen,DDInter413,Clopidogrel,Unknown
DDInter343,Cetirizine,DDInter1951,Warfarin,Unknown
DDInter343,Cetirizine,DDInter413,Clopidogrel,Unknown
DDInter79,Amlodipine,DDInter1951,Warfarin,Unknown
DDInter79,Amlodipine,DDInter413,Clopidogrel,Unknown
DDInter1064,Levothyroxine,DDInter413,Clopidogrel,Unknown
DDInter1091,Loratadine,DDInter1951,Warfarin,Unknown
DDInter1366,Oxycodone,DDInter1951,Warfarin,Unknown
DDInter384,Ciprofloxacin,DDInter413,Clopidogrel,Unknown
DDInter293,Carbamazepine,DDInter413,Clopidogrel,Unknown
DDInter339,Cephalexin,DDInter413,Clopidogrel,Unknown
DDInter638,Enalapril,DDInter1951,Warfarin,Unknown
DDInter1928,Verapamil,DDInter1951,Warfarin,Unknown
DDInter1928,Verapamil,DDInter413,Clopidogrel,Unknown
DDInter1095,Losartan,DDInter1951,Warfarin,Unknown
DDInter1242,Montelukast,DDInter1951,Warfarin,Unknown
DDInter1951,Warfarin,DDInter1736,Tadalafil,Unknown
DDInter1951,Warfarin,DDInter790,Furosemide,Unknown
DDInter1951,Warfarin,DDInter1079,Lisinopril,Unknown
DDInter1951,Warfarin,DDInter1304,Nitroglycerin,Unknown
DDInter1915,Valsartan,DDInter413,Clopidogrel,Unknown
DDInter1666,Sildenafil,DDInter413,Clopidogrel,Unknown
DDInter1200,Metoprolol,DDInter413,Clopidogrel,Unknown
DDInter1707,Spironolactone,DDInter413,Clopidogrel,Unknown
DDInter1874,Trimethoprim,DDInter413,Clopidogrel,Unknown
DDInter1091,Loratadine,DDInter413,Clopidogrel,Unknown
DDInter1242,Montelukast,DDInter413,Clopidogrel,Unknown
DDInter1539,Propranolol,DDInter413,Clopidogrel,Unknown
DDInter638,Enalapril,DDInter413,Clopidogrel,Unknown
DDInter1095,Losartan,DDInter413,Clopidogrel,Unknown
DDInter790,Furosemide,DDInter413,Clopidogrel,Unknown
DDInter1079,Lisinopril,DDInter413,Clopidogrel,Unknown
DDInter1304,Nitroglycerin,DDInter413,Clopidogrel,Unknown
DDInter413,Clopidogrel,DDInter1736,Tadalafil,Unknown
DDInter413,Clopidogrel,DDInter989,Isosorbide dinitrate,Unknown
DDInter413,Clopidogrel,DDInter883,Hydrochlorothiazide,Unknown
DDInter1951,Warfarin,DDInter989,Isosorbide dinitrate,Unknown
DDInter1841,Tramadol,DDInter670,Erythromycin,Moderate
DDInter1841,Tramadol,DDInter743,Fluconazole,Moderate
DDInter1010,Ketorolac,DDInter537,Diclofenac,Major
DDInter537,Diclofenac,DDInter900,Ibuprofen,Moderate
DDInter670,Erythromycin,DDInter1091,Loratadine,Minor
DDInter743,Fluconazole,DDInter1091,Loratadine,Minor
DDInter537,Diclofenac,DDInter883,Hydrochlorothiazide,Moderate
DDInter79,Amlodipine,DDInter537,Diclofenac,Moderate
DDInter670,Erythromycin,DDInter79,Amlodipine,Moderate
DDInter743,Fluconazole,DDInter79,Amlodipine,Moderate
DDInter670,Erythromycin,DDInter133,Atorvastatin,Major
DDInter743,Fluconazole,DDInter133,Atorvastatin,Major
DDInter670,Erythromycin,DDInter89,Ampicillin,Minor
DDInter670,Erythromycin,DDInter157,Azithromycin,Moderate
DDInter743,Fluconazole,DDInter157,Azithromycin,Moderate
DDInter293,Carbamazepine,DDInter537,Diclofenac,Moderate
DDInter336,Celecoxib,DDInter537,Diclofenac,Moderate
DDInter384,Ciprofloxacin,DDInter537,Diclofenac,Moderate
DDInter388,Citalopram,DDInter537,Diclofenac,Moderate
DDInter638,Enalapril,DDInter537,Diclofenac,Moderate
DDInter537,Diclofenac,DDInter672,Escitalopram,Moderate
DDInter743,Fluconazole,DDInter537,Diclofenac,Moderate
DDInter758,Fluoxetine,DDInter537,Diclofenac,Moderate
DDInter537,Diclofenac,DDInter790,Furosemide,Moderate
DDInter537,Diclofenac,DDInter1079,Lisinopril,Moderate
DDInter537,Diclofenac,DDInter1095,Losartan,Moderate
DDInter1200,Metoprolol,DDInter537,Diclofenac,Moderate
DDInter537,Diclofenac,DDInter1266,Naproxen,Moderate
DDInter1539,Propranolol,DDInter537,Diclofenac,Moderate
DDInter537,Diclofenac,DDInter1662,Sertraline,Moderate
DDInter1707,Spironolactone,DDInter537,Diclofenac,Moderate
DDInter1915,Valsartan,DDInter537,Diclofenac,Moderate
DDInter1927,Venlafaxine,DDInter537,Diclofenac,Moderate
DDInter537,Diclofenac,DDInter1928,Verapamil,Minor
DDInter743,Fluconazole,DDInter883,Hydrochlorothiazide,Minor
DDInter670,Erythromycin,DDInter293,Carbamazepine,Major
DDInter743,Fluconazole,DDInter293,Carbamazepine,Moderate
DDInter743,Fluconazole,DDInter336,Celecoxib,Moderate
DDInter670,Erythromycin,DDInter384,Ciprofloxacin,Moderate
DDInter743,Fluconazole,DDInter384,Ciprofloxacin,Moderate
DDInter670,Erythromycin,DDInter388,Citalopram,Major
DDInter743,Fluconazole,DDInter388,Citalopram,Major
DDInter670,Erythromycin,DDInter1928,Verapamil,Major
DDInter743,Fluconazole,DDInter1928,Verapamil,Moderate
DDInter670,Erythromycin,DDInter672,Escitalopram,Major
DDInter743,Fluconazole,DDInter670,Erythromycin,Major
DDInter670,Erythromycin,DDInter758,Fluoxetine,Moderate
DDInter670,Erythromycin,DDInter1366,Oxycodone,Major
DDInter670,Erythromycin,DDInter1460,Phenytoin,Moderate
DDInter670,Erythromycin,DDInter1662,Sertraline,Moderate
DDInter670,Erythromycin,DDInter1666,Sildenafil,Major
DDInter670,Erythromycin,DDInter1724,Sulfamethoxazole,Minor
DDInter670,Erythromycin,DDInter1736,Tadalafil,Moderate
DDInter670,Erythromycin,DDInter1927,Venlafaxine,Moderate
DDInter743,Fluconazole,DDInter1366,Oxycodone,Major
DDInter743,Fluconazole,DDInter1095,Losartan,Moderate
DDInter743,Fluconazole,DDInter758,Fluoxetine,Moderate
DDInter743,Fluconazole,DDInter1724,Sulfamethoxazole,Minor
DDInter743,Fluconazole,DDInter1242,Montelukast,Moderate
DDInter743,Fluconazole,DDInter1460,Phenytoin,Major
DDInter743,Fluconazole,DDInter1662,Sertraline,Moderate
DDInter743,Fluconazole,DDInter1666,Sildenafil,Moderate
DDInter743,Fluconazole,DDInter1736,Tadalafil,Moderate
DDInter743,Fluconazole,DDInter1927,Venlafaxine,Moderate
DDInter743,Fluconazole,DDInter672,Escitalopram,Major
DDInter1915,Valsartan,DDInter743,Fluconazole,Unknown
DDInter743,Fluconazole,DDInter1200,Metoprolol,Unknown
DDInter743,Fluconazole,DDInter1707,Spironolactone,Unknown
DDInter743,Fluconazole,DDInter1874,Trimethoprim,Unknown
DDInter743,Fluconazole,DDInter1010,Ketorolac,Unknown
DDInter743,Fluconazole,DDInter1539,Propranolol,Unknown
DDInter743,Fluconazole,DDInter790,Furosemide,Unknown
DDInter743,Fluconazole,DDInter1079,Lisinopril,Unknown
DDInter743,Fluconazole,DDInter1304,Nitroglycerin,Unknown
DDInter743,Fluconazole,DDInter989,Isosorbide dinitrate,Unknown
DDInter743,Fluconazole,DDInter900,Ibuprofen,Unknown
DDInter1915,Valsartan,DDInter670,Erythromycin,Unknown
DDInter670,Erythromycin,DDInter1200,Metoprolol,Unknown
DDInter670,Erythromycin,DDInter1707,Spironolactone,Unknown
DDInter670,Erythromycin,DDInter1874,Trimethoprim,Unknown
DDInter670,Erythromycin,DDInter1010,Ketorolac,Unknown
DDInter670,Erythromycin,DDInter1242,Montelukast,Unknown
DDInter670,Erythromycin,DDInter1539,Propranolol,Unknown
DDInter670,Erythromycin,DDInter1095,Losartan,Unknown
DDInter670,Erythromycin,DDInter790,Furosemide,Unknown
DDInter670,Erythromycin,DDInter1079,Lisinopril,Unknown
DDInter670,Erythromycin,DDInter1304,Nitroglycerin,Unknown
DDInter670,Erythromycin,DDInter989,Isosorbide dinitrate,Unknown
DDInter670,Erythromycin,DDInter883,Hydrochlorothiazide,Unknown
DDInter670,Erythromycin,DDInter900,Ibuprofen,Unknown
DDInter157,Azithromycin,DDInter537,Diclofenac,Unknown
DDInter1460,Phenytoin,DDInter537,Diclofenac,Unknown
DDInter743,Fluconazole,DDInter14,Acetaminophen,Unknown
DDInter670,Erythromycin,DDInter14,Acetaminophen,Unknown
DDInter14,Acetaminophen,DDInter537,Diclofenac,Unknown
DDInter743,Fluconazole,DDInter343,Cetirizine,Unknown
DDInter670,Erythromycin,DDInter343,Cetirizine,Unknown
DDInter343,Cetirizine,DDInter537,Diclofenac,Unknown
DDInter743,Fluconazole,DDInter89,Ampicillin,Unknown
DDInter743,Fluconazole,DDInter1064,Levothyroxine,Unknown
DDInter670,Erythromycin,DDInter1064,Levothyroxine,Unknown
DDInter1064,Levothyroxine,DDInter537,Diclofenac,Unknown
DDInter670,Erythromycin,DDInter336,Celecoxib,Unknown
DDInter743,Fluconazole,DDInter339,Cephalexin,Unknown
DDInter670,Erythromycin,DDInter339,Cephalexin,Unknown
DDInter339,Cephalexin,DDInter537,Diclofenac,Unknown
DDInter743,Fluconazole,DDInter638,Enalapril,Unknown
DDInter670,Erythromycin,DDInter638,Enalapril,Unknown
DDInter1841,Tramadol,DDInter537,Diclofenac,Unknown
DDInter670,Erythromycin,DDInter537,Diclofenac,Unknown
DDInter1666,Sildenafil,DDInter537,Diclofenac,Unknown
DDInter1874,Trimethoprim,DDInter537,Diclofenac,Unknown
DDInter1091,Loratadine,DDInter537,Diclofenac,Unknown
DDInter1242,Montelukast,DDInter537,Diclofenac,Unknown
DDInter1366,Oxycodone,DDInter537,Diclofenac,Unknown
DDInter537,Diclofenac,DDInter1304,Nitroglycerin,Unknown
DDInter537,Diclofenac,DDInter1736,Tadalafil,Unknown
DDInter537,Diclofenac,DDInter989,Isosorbide dinitrate,Unknown
DDInter743,Fluconazole,DDInter1266,Naproxen,Unknown
DDInter670,Erythromycin,DDInter1266,Naproxen,Unknown
DDInter537,Diclofenac,DDInter133,Atorvastatin,Unknown
DDInter1064,Levothyroxine,DDInter293,Carbamazepine,Moderate
DDInter1064,Levothyroxine,DDInter384,Ciprofloxacin,Moderate
DDInter1064,Levothyroxine,DDInter758,Fluoxetine,Minor
DDInter1200,Metoprolol,DDInter1064,Levothyroxine,Minor
DDInter1460,Phenytoin,DDInter1064,Levothyroxine,Moderate
DDInter1064,Levothyroxine,DDInter1539,Propranolol,Minor
DDInter1915,Valsartan,DDInter1064,Levothyroxine,Unknown
DDInter1841,Tramadol,DDInter1064,Levothyroxine,Unknown
DDInter1666,Sildenafil,DDInter1064,Levothyroxine,Unknown
DDInter157,Azithromycin,DDInter1064,Levothyroxine,Unknown
DDInter388,Citalopram,DDInter1064,Levothyroxine,Unknown
DDInter1927,Venlafaxine,DDInter1064,Levothyroxine,Unknown
DDInter14,Acetaminophen,DDInter1064,Levothyroxine,Unknown
DDInter343,Cetirizine,DDInter1064,Levothyroxine,Unknown
DDInter79,Amlodipine,DDInter1064,Levothyroxine,Unknown
DDInter89,Ampicillin,DDInter1064,Levothyroxine,Unknown
DDInter1707,Spironolactone,DDInter1064,Levothyroxine,Unknown
DDInter1874,Trimethoprim,DDInter1064,Levothyroxine,Unknown
DDInter1064,Levothyroxine,DDInter1091,Loratadine,Unknown
DDInter1064,Levothyroxine,DDInter1010,Ketorolac,Unknown
DDInter1064,Levothyroxine,DDInter1242,Montelukast,Unknown
DDInter1064,Levothyroxine,DDInter336,Celecoxib,Unknown
DDInter1064,Levothyroxine,DDInter1366,Oxycodone,Unknown
DDInter1064,Levothyroxine,DDInter339,Cephalexin,Unknown
DDInter1064,Levothyroxine,DDInter638,Enalapril,Unknown
DDInter1064,Levothyroxine,DDInter1928,Verapamil,Unknown
DDInter1064,Levothyroxine,DDInter1095,Losartan,Unknown
DDInter1064,Levothyroxine,DDInter790,Furosemide,Unknown
DDInter1064,Levothyroxine,DDInter1079,Lisinopril,Unknown
DDInter1064,Levothyroxine,DDInter1304,Nitroglycerin,Unknown
DDInter1064,Levothyroxine,DDInter1266,Naproxen,Unknown
DDInter1064,Levothyroxine,DDInter1736,Tadalafil,Unknown
DDInter1064,Levothyroxine,DDInter989,Isosorbide dinitrate,Unknown
DDInter1064,Levothyroxine,DDInter883,Hydrochlorothiazide,Unknown
DDInter1064,Levothyroxine,DDInter900,Ibuprofen,Unknown
DDInter1064,Levothyroxine,DDInter133,Atorvastatin,Unknown
DDInter1064,Levothyroxine,DDInter1662,Sertraline,Unknown
DDInter1841,Tramadol,DDInter336,Celecoxib,Moderate
DDInter1010,Ketorolac,DDInter336,Celecoxib,Major
DDInter336,Celecoxib,DDInter900,Ibuprofen,Moderate
DDInter1091,Loratadine,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter790,Furosemide,Moderate
DDInter336,Celecoxib,DDInter883,Hydrochlorothiazide,Moderate
DDInter388,Citalopram,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter638,Enalapril,Moderate
DDInter336,Celecoxib,DDInter1079,Lisinopril,Moderate
DDInter336,Celecoxib,DDInter1095,Losartan,Moderate
DDInter336,Celecoxib,DDInter1662,Sertraline,Moderate
DDInter1707,Spironolactone,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1724,Sulfamethoxazole,Moderate
DDInter1915,Valsartan,DDInter336,Celecoxib,Moderate
DDInter1927,Venlafaxine,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter384,Ciprofloxacin,Moderate
DDInter758,Fluoxetine,DDInter336,Celecoxib,Moderate
DDInter1200,Metoprolol,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1266,Naproxen,Moderate
DDInter336,Celecoxib,DDInter1366,Oxycodone,Moderate
DDInter336,Celecoxib,DDInter1539,Propranolol,Moderate
DDInter157,Azithromycin,DDInter336,Celecoxib,Unknown
DDInter1460,Phenytoin,DDInter336,Celecoxib,Unknown
DDInter14,Acetaminophen,DDInter336,Celecoxib,Unknown
DDInter79,Amlodipine,DDInter336,Celecoxib,Unknown
DDInter1666,Sildenafil,DDInter336,Celecoxib,Unknown
DDInter343,Cetirizine,DDInter336,Celecoxib,Unknown
DDInter1874,Trimethoprim,DDInter336,Celecoxib,Unknown
DDInter1242,Montelukast,DDInter336,Celecoxib,Unknown
DDInter336,Celecoxib,DDInter339,Cephalexin,Unknown
DDInter336,Celecoxib,DDInter1304,Nitroglycerin,Unknown
DDInter336,Celecoxib,DDInter1736,Tadalafil,Unknown
DDInter336,Celecoxib,DDInter989,Isosorbide dinitrate,Unknown
DDInter336,Celecoxib,DDInter293,Carbamazepine,Unknown
DDInter336,Celecoxib,DDInter1928,Verapamil,Unknown
DDInter336,Celecoxib,DDInter133,Atorvastatin,Unknown
DDInter1841,Tramadol,DDInter343,Cetirizine,Moderate
DDInter1010,Ketorolac,DDInter900,Ibuprofen,Major
DDInter79,Amlodipine,DDInter900,Ibuprofen,Moderate
DDInter384,Ciprofloxacin,DDInter900,Ibuprofen,Moderate
DDInter388,Citalopram,DDInter900,Ibuprofen,Moderate
DDInter638,Enalapril,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter672,Escitalopram,Moderate
DDInter758,Fluoxetine,DDInter900,Ibuprofen,Moderate
DDInter790,Furosemide,DDInter900,Ibuprofen,Moderate
DDInter883,Hydrochlorothiazide,DDInter900,Ibuprofen,Moderate
DDInter1079,Lisinopril,DDInter900,Ibuprofen,Moderate
DDInter1095,Losartan,DDInter900,Ibuprofen,Moderate
DDInter1200,Metoprolol,DDInter900,Ibuprofen,Moderate
DDInter1266,Naproxen,DDInter900,Ibuprofen,Moderate
DDInter1460,Phenytoin,DDInter900,Ibuprofen,Minor
DDInter1539,Propranolol,DDInter900,Ibuprofen,Moderate
DDInter900,Ibuprofen,DDInter1662,Sertraline,Moderate
DDInter1707,Spironolactone,DDInter900,Ibuprofen,Moderate
DDInter1915,Valsartan,DDInter900,Ibuprofen,Moderate
DDInter1927,Venlafaxine,DDInter900,Ibuprofen,Moderate
DDInter1928,Verapamil,DDInter900,Ibuprofen,Moderate
DDInter343,Cetirizine,DDInter293,Carbamazepine,Moderate
DDInter388,Citalopram,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter672,Escitalopram,Moderate
DDInter343,Cetirizine,DDInter758,Fluoxetine,Moderate
DDInter343,Cetirizine,DDInter1366,Oxycodone,Moderate
DDInter1460,Phenytoin,DDInter343,Cetirizine,Moderate
DDInter343,Cetirizine,DDInter1662,Sertraline,Moderate
DDInter1242,Montelukast,DDInter293,Carbamazepine,Moderate
DDInter1927,Venlafaxine,DDInter343,Cetirizine,Moderate
DDInter1874,Trimethoprim,DDInter1242,Montelukast,Moderate
DDInter1460,Phenytoin,DDInter1242,Montelukast,Moderate
DDInter1242,Montelukast,DDInter1724,Sulfamethoxazole,Moderate
DDInter1915,Valsartan,DDInter1242,Montelukast,Unknown
DDInter1841,Tramadol,DDInter1242,Montelukast,Unknown
DDInter1666,Sildenafil,DDInter1242,Montelukast,Unknown
DDInter157,Azithromycin,DDInter343,Cetirizine,Unknown
DDInter157,Azithromycin,DDInter1091,Loratadine,Unknown
DDInter157,Azithromycin,DDInter1242,Montelukast,Unknown
DDInter157,Azithromycin,DDInter900,Ibuprofen,Unknown
DDInter388,Citalopram,DDInter1091,Loratadine,Unknown
DDInter388,Citalopram,DDInter1242,Montelukast,Unknown
DDInter1460,Phenytoin,DDInter1091,Loratadine,Unknown
DDInter1200,Metoprolol,DDInter1242,Montelukast,Unknown
DDInter1927,Venlafaxine,DDInter1242,Montelukast,Unknown
DDInter14,Acetaminophen,DDInter343,Cetirizine,Unknown
DDInter14,Acetaminophen,DDInter1091,Loratadine,Unknown
DDInter14,Acetaminophen,DDInter1242,Montelukast,Unknown
DDInter14,Acetaminophen,DDInter900,Ibuprofen,Unknown
DDInter1915,Valsartan,DDInter343,Cetirizine,Unknown
DDInter1666,Sildenafil,DDInter343,Cetirizine,Unknown
DDInter1200,Metoprolol,DDInter343,Cetirizine,Unknown
DDInter343,Cetirizine,DDInter1707,Spironolactone,Unknown
DDInter343,Cetirizine,DDInter1874,Trimethoprim,Unknown
DDInter343,Cetirizine,DDInter1091,Loratadine,Unknown
DDInter343,Cetirizine,DDInter1010,Ketorolac,Unknown
DDInter343,Cetirizine,DDInter1242,Montelukast,Unknown
DDInter343,Cetirizine,DDInter384,Ciprofloxacin,Unknown
DDInter343,Cetirizine,DDInter1539,Propranolol,Unknown
DDInter343,Cetirizine,DDInter638,Enalapril,Unknown
DDInter343,Cetirizine,DDInter1095,Losartan,Unknown
DDInter343,Cetirizine,DDInter790,Furosemide,Unknown
DDInter343,Cetirizine,DDInter1079,Lisinopril,Unknown
DDInter343,Cetirizine,DDInter1304,Nitroglycerin,Unknown
DDInter343,Cetirizine,DDInter1736,Tadalafil,Unknown
DDInter343,Cetirizine,DDInter989,Isosorbide dinitrate,Unknown
DDInter343,Cetirizine,DDInter883,Hydrochlorothiazide,Unknown
DDInter343,Cetirizine,DDInter900,Ibuprofen,Unknown
DDInter343,Cetirizine,DDInter79,Amlodipine,Unknown
DDInter79,Amlodipine,DDInter1091,Loratadine,Unknown
DDInter79,Amlodipine,DDInter1242,Montelukast,Unknown
DDInter89,Ampicillin,DDInter900,Ibuprofen,Unknown
DDInter1707,Spironolactone,DDInter1242,Montelukast,Unknown
DDInter1915,Valsartan,DDInter1091,Loratadine,Unknown
DDInter1841,Tramadol,DDInter1091,Loratadine,Unknown
DDInter1666,Sildenafil,DDInter1091,Loratadine,Unknown
DDInter1200,Metoprolol,DDInter1091,Loratadine,Unknown
DDInter1927,Venlafaxine,DDInter1091,Loratadine,Unknown
DDInter1707,Spironolactone,DDInter1091,Loratadine,Unknown
DDInter1874,Trimethoprim,DDInter1091,Loratadine,Unknown
DDInter1091,Loratadine,DDInter1242,Montelukast,Unknown
DDInter1091,Loratadine,DDInter1366,Oxycodone,Unknown
DDInter1091,Loratadine,DDInter1539,Propranolol,Unknown
DDInter1091,Loratadine,DDInter1095,Losartan,Unknown
DDInter1091,Loratadine,DDInter1304,Nitroglycerin,Unknown
DDInter1091,Loratadine,DDInter1736,Tadalafil,Unknown
DDInter1091,Loratadine,DDInter1662,Sertraline,Unknown
DDInter1091,Loratadine,DDInter1010,Ketorolac,Unknown
DDInter1010,Ketorolac,DDInter1242,Montelukast,Unknown
DDInter1091,Loratadine,DDInter758,Fluoxetine,Unknown
DDInter1242,Montelukast,DDInter758,Fluoxetine,Unknown
DDInter1242,Montelukast,DDInter1366,Oxycodone,Unknown
DDInter1091,Loratadine,DDInter384,Ciprofloxacin,Unknown
DDInter1242,Montelukast,DDInter384,Ciprofloxacin,Unknown
DDInter1091,Loratadine,DDInter293,Carbamazepine,Unknown
DDInter293,Carbamazepine,DDInter900,Ibuprofen,Unknown
DDInter343,Cetirizine,DDInter339,Cephalexin,Unknown
DDInter1091,Loratadine,DDInter339,Cephalexin,Unknown
DDInter1242,Montelukast,DDInter339,Cephalexin,Unknown
DDInter339,Cephalexin,DDInter900,Ibuprofen,Unknown
DDInter1242,Montelukast,DDInter1539,Propranolol,Unknown
DDInter1091,Loratadine,DDInter638,Enalapril,Unknown
DDInter1242,Montelukast,DDInter638,Enalapril,Unknown
DDInter343,Cetirizine,DDInter1928,Verapamil,Unknown
DDInter1091,Loratadine,DDInter1928,Verapamil,Unknown
DDInter1242,Montelukast,DDInter1928,Verapamil,Unknown
DDInter1242,Montelukast,DDInter1095,Losartan,Unknown
DDInter1091,Loratadine,DDInter790,Furosemide,Unknown
DDInter1242,Montelukast,DDInter790,Furosemide,Unknown
DDInter1091,Loratadine,DDInter1079,Lisinopril,Unknown
DDInter1242,Montelukast,DDInter1079,Lisinopril,Unknown
DDInter1242,Montelukast,DDInter1304,Nitroglycerin,Unknown
DDInter343,Cetirizine,DDInter1266,Naproxen,Unknown
DDInter1091,Loratadine,DDInter1266,Naproxen,Unknown
DDInter1242,Montelukast,DDInter1266,Naproxen,Unknown
DDInter1242,Montelukast,DDInter1736,Tadalafil,Unknown
DDInter1091,Loratadine,DDInter989,Isosorbide dinitrate,Unknown
